cve_id,exploit_name,service,port,auth_required,remote,severity,exploitability,label
CVE-2013-7091,Zimbra Collaboration Server 7.2.2/8.0.2 - Local File Inclusion (Metasploit),other,7071,0,1,MEDIUM,10.0,2
CVE-2019-20215,D-Link Devices - Unauthenticated Remote Command Execution in ssdpcgi (Metasploit),other,1900,0,1,CRITICAL,3.9,2
CVE-2020-10882,TP-Link Archer A7/C7 - Unauthenticated LAN Remote Code Execution (Metasploit),other,20002,0,0,HIGH,2.8,2
CVE-2020-10883,TP-Link Archer A7/C7 - Unauthenticated LAN Remote Code Execution (Metasploit),other,20002,1,0,HIGH,1.8,2
CVE-2020-10884,TP-Link Archer A7/C7 - Unauthenticated LAN Remote Code Execution (Metasploit),other,20002,0,0,HIGH,2.8,2
CVE-2001-0797,Solaris /bin/login (SPARC/x86) - Remote Code Execution,telnet,23,0,1,HIGH,10.0,2
CVE-2000-0573,BeroFTPD 1.3.4(1) (Linux x86) - Remote Code Execution,ftp,21,0,1,HIGH,10.0,2
CVE-2007-1866,dproxy-nexgen (Linux x86) - Remote Buffer Overflow,dns,53,0,1,HIGH,10.0,2
CVE-2017-12477,Unitrends UEB 9 - bpserverd Authentication Bypass Remote Command Execution (Metasploit),other,1743,0,1,CRITICAL,3.9,2
CVE-2017-12478,Unitrends UEB 9 - http api/storage Remote Root (Metasploit),https,443,0,1,CRITICAL,3.9,2
CVE-2004-0493,Apache - Arbitrary Long HTTP Headers (Denial of Service),http,80,0,1,MEDIUM,10.0,2
CVE-2017-17090,Asterisk 13.17.2 - 'chan_skinny' Remote Memory Corruption,other,2000,0,1,HIGH,3.9,2
CVE-2018-6317,Claymore Dual GPU Miner 10.5 - Format String,other,3333,0,1,CRITICAL,3.9,2
CVE-2009-3591,Dopewars Server 1.5.12 - Denial of Service,other,7902,0,1,MEDIUM,10.0,2
CVE-2009-3111,FreeRadius < 1.1.8 - Zero-Length Tunnel-Password Denial of Service,other,1812,0,1,MEDIUM,10.0,2
CVE-2016-2776,ISC BIND 9 - Denial of Service,dns,53,0,1,HIGH,3.9,2
CVE-2017-7478,OpenVPN 2.4.0 - Denial of Service,other,1194,0,1,HIGH,3.9,2
CVE-2002-0741,psyBNC 2.3 - Denial of Service,other,31337,0,1,MEDIUM,10.0,2
CVE-2018-12584,reSIProcate 1.10.2 - Heap Overflow,other,5061,0,1,CRITICAL,3.9,2
CVE-2010-2435,Weborf HTTP Server - Denial of Service,http,80,0,1,MEDIUM,10.0,2
CVE-2013-4074,Wireshark CAPWAP Dissector - Denial of Service (Metasploit),other,5247,0,1,MEDIUM,10.0,2
CVE-2009-3704,ZoIPer 2.22 - Call-Info Remote Denial of Service,other,5060,0,1,MEDIUM,10.0,2
CVE-2017-5637,Zookeeper 3.5.2 Client - Denial of Service,other,2181,0,1,HIGH,3.9,2
CVE-2013-0632,Adobe ColdFusion 9 - Administrative Authentication Bypass (Metasploit),http,80,0,1,CRITICAL,3.9,1
CVE-2009-3068,Adobe RoboHelp Server 8 - Arbitrary File Upload / Execution (Metasploit),http-alt,8080,0,1,HIGH,8.6,1
CVE-2003-0651,Apache 1.3.x mod_mylo - Remote Code Execution,http,80,0,1,HIGH,10.0,2
CVE-2014-0094,Apache Struts - ClassLoader Manipulation Remote Code Execution (Metasploit),http-alt,8080,0,1,MEDIUM,10.0,2
CVE-2014-0112,Apache Struts - ClassLoader Manipulation Remote Code Execution (Metasploit),http-alt,8080,0,1,HIGH,10.0,2
CVE-2014-0113,Apache Struts - ClassLoader Manipulation Remote Code Execution (Metasploit),http-alt,8080,0,1,HIGH,10.0,2
CVE-2013-1966,Apache Struts - includeParams Remote Code Execution (Metasploit),http-alt,8080,0,1,HIGH,8.6,2
CVE-2013-2115,Apache Struts - includeParams Remote Code Execution (Metasploit),http-alt,8080,0,1,HIGH,2.2,2
CVE-2016-3087,Apache Struts - REST Plugin With Dynamic Method Invocation Remote Code Execution (Metasploit),http-alt,8080,0,1,CRITICAL,3.9,2
CVE-2013-2251,Apache Struts 2 - DefaultActionMapper Prefixes OGNL Code Execution (Metasploit),http-alt,8080,0,1,CRITICAL,3.9,1
CVE-2017-9791,Apache Struts 2 - Struts 1 Plugin Showcase OGNL Code Execution (Metasploit),http-alt,8080,0,1,CRITICAL,3.9,1
CVE-2018-11776,Apache Struts 2.3 < 2.3.34 / 2.5 < 2.5.16 - Remote Code Execution (2),http-alt,8080,0,1,HIGH,2.2,1
CVE-2017-5638,Apache Struts 2.3.5 < 2.3.31 / 2.5 < 2.5.10 - 'Jakarta' Multipart Parser OGNL Injection (Metasploit),http-alt,8080,0,1,CRITICAL,3.9,1
CVE-2009-3548,Apache Tomcat Manager - Application Upload (Authenticated) Code Execution (Metasploit),http,80,0,1,HIGH,10.0,2
CVE-2015-5603,Atlassian HipChat for Jira Plugin - Velocity Template Injection (Metasploit),http-alt,8080,1,1,MEDIUM,8.0,2
CVE-2018-20735,BMC Patrol Agent - Privilege Escalation Code Execution Execution (Metasploit),other,3181,1,0,HIGH,1.8,2
CVE-2006-0460,BomberClone < 0.11.6.2 - Error Messages Remote Buffer Overflow,other,11000,0,1,HIGH,10.0,2
CVE-2007-4560,ClamAV Milter 0.92.2 - Blackhole-Mode (Sendmail) Code Execution (Metasploit),smtp,25,0,1,HIGH,4.9,2
CVE-2009-2820,CUPS - 'kerberos' Cross-Site Scripting,http,80,0,1,MEDIUM,8.6,2
CVE-2004-0396,CVS (Linux/FreeBSD) - Remote Entry Line Heap Overflow,other,2401,0,1,HIGH,10.0,2
CVE-2016-6563,D-Link DIR-Series Routers - HNAP Login Stack Buffer Overflow (Metasploit),http,80,0,1,CRITICAL,3.9,2
CVE-2004-2687,DistCC Daemon - Command Execution (Metasploit),other,3632,0,1,HIGH,8.6,1
CVE-2005-0439,ELOG 2.5.6 - Remote Shell,http-alt,8080,0,1,HIGH,10.0,2
CVE-2000-1036,extent technologies rbs isp 2.5 - Directory Traversal,other,8002,0,1,MEDIUM,10.0,2
CVE-2013-7392,Gitlist - Remote Command Execution (Metasploit),http,80,0,1,HIGH,10.0,2
CVE-2014-4511,Gitlist - Remote Command Execution (Metasploit),http,80,0,1,HIGH,10.0,2
CVE-2016-7098,GNU Wget < 1.18 - Access List Bypass / Race Condition,http,80,0,1,HIGH,2.2,2
CVE-2015-1497,HP Client - Automation Command Injection (Metasploit),other,3465,0,1,HIGH,10.0,2
CVE-2001-0311,HP OpenView OmniBack II - Generic Remote Command Execution,other,5555,0,0,MEDIUM,3.9,2
CVE-2001-0311,HP OpenView OmniBack II A.03.50 - Command Execution (Metasploit),other,5555,0,0,MEDIUM,3.9,2
CVE-2017-5689,Intel Active Management Technology - System Privileges,other,16992,0,1,CRITICAL,3.9,1
CVE-2015-3292,Java - Debug Wire Protocol Remote Code Execution (Metasploit),other,8000,0,1,HIGH,10.0,2
CVE-2016-0792,Jenkins - XStream Groovy classpath Deserialization (Metasploit),http-alt,8080,1,1,HIGH,2.8,2
CVE-2005-0491,Knox Arkeia Server Backup 5.3.x - Remote Code Execution,other,617,0,1,HIGH,10.0,2
CVE-2010-2333,Litespeed Technologies - Web Server Remote Poison Null Byte,http,80,0,1,MEDIUM,10.0,2
CVE-2014-6037,ManageEngine Eventlog Analyzer - Arbitrary File Upload (Metasploit),other,8400,0,1,HIGH,10.0,2
CVE-2014-1610,MediaWiki - 'Thumb.php' Remote Command Execution (Metasploit),http,80,1,1,MEDIUM,6.8,2
CVE-2004-0627,MySQL 4.1/5.0 - Zero-Length Password Authentication Bypass,mysql,3306,0,1,HIGH,10.0,2
CVE-2018-1000049,Nanopool Claymore Dual Miner - APIs Remote Code Execution (Metasploit),other,3333,1,1,HIGH,1.6,2
CVE-2009-3898,Nginx 0.7.61 - WebDAV Directory Traversal,http,80,1,1,MEDIUM,6.8,2
CVE-2016-1593,Novell ServiceDesk - (Authenticated) Arbitrary File Upload (Metasploit),http,80,1,1,HIGH,1.2,2
CVE-2010-5323,Novell ZENworks Configuration Management 10.2.0 - Remote Execution (Metasploit),http,80,0,1,HIGH,10.0,1
CVE-2010-5324,Novell ZENworks Configuration Management 10.2.0 - Remote Execution (Metasploit),http,80,0,1,HIGH,10.0,1
CVE-2016-3115,OpenSSH 7.2p1 - (Authenticated) xauth Command Injection,ssh,22,1,1,MEDIUM,3.1,2
CVE-2014-0160,OpenSSL 1.0.1f TLS Heartbeat Extension - 'Heartbleed' Memory Disclosure (Multiple SSL/TLS Versions),https,443,0,1,HIGH,3.9,1
CVE-2014-0160,OpenSSL TLS Heartbeat Extension - 'Heartbleed' Information Leak (1),https,443,0,1,HIGH,3.9,1
CVE-2014-0160,OpenSSL TLS Heartbeat Extension - 'Heartbleed' Memory Disclosure,https,443,0,1,HIGH,3.9,1
CVE-2019-2725,Oracle Weblogic Server - 'AsyncResponseService' Deserialization Remote Code Execution (Metasploit),other,7001,0,1,CRITICAL,3.9,1
CVE-2019-9193,PostgreSQL 9.3 - COPY FROM PROGRAM Command Execution (Metasploit),postgresql,5432,1,1,HIGH,1.2,2
CVE-2014-5468,Railo 4.2.1 - Remote File Inclusion (Metasploit),http,80,0,1,HIGH,2.8,2
CVE-2003-0725,Real Server 7/8/9 (Windows / Linux) - Remote Code Execution,other,554,0,1,HIGH,10.0,2
CVE-2006-2369,RealVNC 4.1.0 < 4.1.1 - VNC Null Authentication Bypass,vnc,5900,0,1,HIGH,10.0,2
CVE-2006-2369,RealVNC 4.1.0 < 4.1.1 - VNC Null Authentication Bypass (Metasploit),vnc,5900,0,1,HIGH,10.0,2
CVE-2014-3914,Rocket Servergraph Admin Center - fileRequestor Remote Code Execution (Metasploit),other,8888,0,1,HIGH,10.0,2
CVE-2003-0201,Samba < 2.2.8 (Linux/BSD) - Remote Code Execution,netbios,139,0,1,HIGH,10.0,2
CVE-2008-0244,SAP MaxDB 7.6.03.07 - Remote Command Execution,other,7210,0,1,HIGH,10.0,2
CVE-2007-4560,Sendmail with clamav-milter < 0.91.2 - Remote Command Execution,smtp,25,0,1,HIGH,4.9,2
CVE-2008-0960,SNMPv3 - HMAC Validation error Remote Authentication Bypass,other,161,0,1,HIGH,10.0,2
CVE-2004-0541,Squid 2.5.x/3.x - NTLM Buffer Overflow (Metasploit),other,3129,0,1,HIGH,10.0,2
CVE-2001-0144,SSH (x2) - Remote Command Execution,ssh,22,0,1,HIGH,10.0,2
CVE-2004-0397,Subversion 1.0.2 - Date Overflow (Metasploit),other,3690,0,1,HIGH,10.0,2
CVE-2014-1649,Symantec Workspace Streaming - Arbitrary File Upload (Metasploit),other,9855,0,0,HIGH,5.5,2
CVE-2013-1428,Tincd - (Authenticated) Remote TCP Stack Buffer Overflow (Metasploit),other,655,1,1,MEDIUM,8.0,2
CVE-2018-5702,Transmission - RPC DNS Rebinding,other,9091,0,1,HIGH,2.8,2
CVE-2005-2715,Veritas NetBackup 6.0 (Linux) - 'bpjava-msvc' Remote Command Execution,other,13722,0,1,HIGH,10.0,2
CVE-2006-3392,Webmin < 1.290 / Usermin < 1.220 - Arbitrary File Disclosure,other,10000,0,1,MEDIUM,10.0,2
CVE-2006-3392,Webmin < 1.290 / Usermin < 1.220 - Arbitrary File Disclosure,other,10000,0,1,MEDIUM,10.0,2
CVE-2015-7709,Western Digital Arkeia < 11.0.12 - Remote Code Execution (Metasploit),other,617,0,1,HIGH,10.0,2
CVE-2000-0573,WU-FTPD 2.6.0 - Remote Command Execution,ftp,21,0,1,HIGH,10.0,2
CVE-2005-3081,WzdFTPD 0.5.4 - 'SITE' Remote Command Execution (Metasploit),ftp,21,0,0,MEDIUM,3.9,2
CVE-2015-1368,Ansible Tower 2.0.2 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2015-1481,Ansible Tower 2.0.2 - Multiple Vulnerabilities,http,80,1,1,MEDIUM,8.0,2
CVE-2015-1482,Ansible Tower 2.0.2 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,10.0,2
CVE-2010-0641,Cisco Collaboration Server 5 - Cross-Site Scripting / Source Code Disclosure,http,80,0,1,MEDIUM,8.6,2
CVE-2010-0642,Cisco Collaboration Server 5 - Cross-Site Scripting / Source Code Disclosure,http,80,0,1,MEDIUM,10.0,2
CVE-2010-1931,CubeCart PHP 4.3.x - 'shipkey' SQL Injection,http,80,0,1,HIGH,10.0,2
CVE-2014-2879,Dell SonicWALL EMail Security Appliance Application 7.4.5 - Multiple Vulnerabilities,other,8619,0,1,MEDIUM,8.6,2
CVE-2019-12562,DotNetNuke < 9.4.0 - Cross-Site Scripting,http,80,0,1,MEDIUM,2.8,2
CVE-2016-0891,EMC ViPR SRM - Cross-Site Request Forgery,other,58080,0,1,HIGH,2.8,2
CVE-2019-16065,Enigma NMS 65.0.0 - SQL Injection,http,80,1,1,HIGH,2.8,2
CVE-2014-8681,Gogs - 'label' SQL Injection,http,80,0,1,HIGH,10.0,2
CVE-2014-2647,HP Operations Agent - Cross-Site Scripting iFrame Injection,other,383,0,1,MEDIUM,8.6,2
CVE-2018-1821,IBM Operational Decision Manager 8.x - XML External Entity Injection,other,9443,1,1,HIGH,2.8,2
CVE-2014-5335,Innovaphone PBX Admin-GUI - Cross-Site Request Forgery,http,80,0,1,MEDIUM,8.6,2
CVE-2018-10956,IPConfigure Orchid VMS 2.0.5 - Directory Traversal / Information Disclosure (Metasploit),http,80,0,1,HIGH,3.9,2
CVE-2009-4679,Joomla! Component com_if_nexus - Remote File Inclusion,http,80,0,1,HIGH,10.0,2
CVE-2014-5287,Kemp Load Master 7.1.16 - Multiple Vulnerabilities,http,80,0,1,HIGH,2.8,2
CVE-2014-5288,Kemp Load Master 7.1.16 - Multiple Vulnerabilities,http,80,0,1,HIGH,2.8,2
CVE-2014-6271,Kemp Load Master 7.1.16 - Multiple Vulnerabilities,http,80,0,1,CRITICAL,3.9,1
CVE-2014-7169,Kemp Load Master 7.1.16 - Multiple Vulnerabilities,http,80,0,1,CRITICAL,3.9,1
CVE-2014-7910,Kemp Load Master 7.1.16 - Multiple Vulnerabilities,http,80,0,1,HIGH,10.0,2
CVE-2014-9331,ManageEngine Desktop Central 9 Build 90087 - Cross-Site Request Forgery,other,8020,0,1,MEDIUM,8.6,2
CVE-2014-3996,ManageEngine Password Manager - MetadataServlet.dat SQL Injection (Metasploit),other,8020,0,1,HIGH,10.0,2
CVE-2019-5893,OpenSource ERP 6.3.1. - SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2015-4420,Opsview 4.6.2 - Multiple Cross-Site Scripting Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2017-1000028,Oracle GlassFish Server 4.1 - Directory Traversal,other,4848,0,1,HIGH,3.9,2
CVE-2019-2413,Oracle Reports Developer Component 12.2.1.3 - Cross-site Scripting,https,443,0,1,MEDIUM,2.8,2
CVE-2014-2044,ownCloud 4.0.x/4.5.x - 'upload.php?Filename' Remote Code Execution,http,80,0,1,HIGH,10.0,2
CVE-2014-9181,Plex Media Server 0.9.9.2.374-aa23a69 - Multiple Vulnerabilities,other,32400,0,1,MEDIUM,10.0,2
CVE-2014-9304,Plex Media Server 0.9.9.2.374-aa23a69 - Multiple Vulnerabilities,other,32400,0,1,HIGH,10.0,2
CVE-2019-10685,Prinect Archive System 2015 Release 2.6 - Cross-Site Scripting,http,80,0,1,MEDIUM,2.8,2
CVE-2008-1470,RSA - SecurID Cross-Site Scripting,http,80,0,1,MEDIUM,8.6,2
CVE-2019-9701,Symantec DLP 15.5 MP1 - Cross-Site Scripting,https-alt,8443,1,1,MEDIUM,1.7,2
CVE-2010-0690,Video Games Rentals Script - SQL Injection,http,80,0,1,HIGH,10.0,2
CVE-2009-4086,Xerver 4.31/4.32 - HTTP Response Splitting,http,80,0,1,MEDIUM,10.0,2
CVE-2009-4502,Zabbix Agent < 1.6.7 - Remote Bypass,http,80,0,1,HIGH,8.6,2
CVE-2009-4498,Zabbix Server - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2009-4499,Zabbix Server - Multiple Vulnerabilities,http,80,0,1,HIGH,10.0,2
CVE-2009-4501,Zabbix Server - Multiple Vulnerabilities,http,80,0,1,MEDIUM,10.0,2
CVE-2010-2351,Netware - SMB Remote Stack Overflow (PoC),netbios,139,0,1,HIGH,10.0,2
CVE-2010-1929,Novell iManager - Multiple Vulnerabilities,other,48080,1,1,HIGH,8.0,2
CVE-2010-1930,Novell iManager - Multiple Vulnerabilities,other,48080,0,1,MEDIUM,10.0,2
CVE-2017-5850,OpenBSD HTTPd < 6.0 - Memory Exhaustion Denial of Service,http,80,0,1,HIGH,3.9,2
CVE-2004-0430,Apple Mac OSX 10.3.3 - AppleFileServer Overflow Remote Code Execution,other,548,0,1,MEDIUM,4.9,2
CVE-2006-0396,Apple Mac OSX 10.4.5 Mail.app - Real Name Buffer Overflow,smtp,25,0,1,MEDIUM,4.9,2
CVE-2010-2309,Apple Mac OSX EvoCam Web Server 3.6.6/3.6.7 - Remote Buffer Overflow,http-alt,8080,0,1,HIGH,10.0,2
CVE-2006-0395,Apple Mail.App 10.5.0 (OSX) - Image Attachment Command Execution (Metasploit),smtp,25,0,1,MEDIUM,4.9,2
CVE-2004-0430,AppleFileServer 10.3.3 (OSX) - LoginEXT PathName Overflow (Metasploit),other,548,0,1,MEDIUM,4.9,2
CVE-2003-0201,Samba 2.2.0 < 2.2.8 (OSX) - trans2open Overflow (Metasploit),netbios,139,0,1,HIGH,10.0,2
CVE-2005-2715,Veritas NetBackup 6.0 (OSX) - 'bpjava-msvc' Remote Command Execution,other,13722,0,1,HIGH,10.0,2
CVE-2004-0695,WebSTAR FTP Server 5.3.2 (OSX) - USER Overflow (Metasploit),ftp,21,0,1,HIGH,10.0,2
CVE-2014-9016,Drupal < 7.34 - Denial of Service,http,80,0,1,MEDIUM,10.0,2
CVE-2016-5399,PHP 5.5.37/5.6.23/7.0.8 - 'bzread()' Out-of-Bounds Write,http,80,0,0,HIGH,1.8,2
CVE-2014-9034,WordPress Core 4.0 - Denial of Service,http,80,0,1,MEDIUM,10.0,2
CVE-2014-9034,WordPress Core < 4.0.1 - Denial of Service,http,80,0,1,MEDIUM,10.0,2
CVE-2012-1823,Apache + PHP < 5.3.12 / < 5.4.2 - cgi-bin Remote Code Execution,http,80,0,1,CRITICAL,3.9,1
CVE-2012-2311,Apache + PHP < 5.3.12 / < 5.4.2 - cgi-bin Remote Code Execution,http,80,0,1,HIGH,10.0,2
CVE-2012-2336,Apache + PHP < 5.3.12 / < 5.4.2 - cgi-bin Remote Code Execution,http,80,0,1,MEDIUM,10.0,2
CVE-2016-2555,ATutor 2.2.1 - SQL Injection / Remote Code Execution (Metasploit),http,80,0,1,CRITICAL,3.9,2
CVE-2015-7309,CMS Bolt - Arbitrary File Upload (Metasploit),http,80,1,1,MEDIUM,8.0,2
CVE-2019-9692,CMS Made Simple (CMSMS) Showtime2 - File Upload Remote Code Execution (Metasploit),http,80,1,1,MEDIUM,2.8,2
CVE-2018-7600,Drupal < 8.3.9 / < 8.4.6 / < 8.5.1 - 'Drupalgeddon2' Remote Code Execution (Metasploit),http,80,0,1,CRITICAL,3.9,1
CVE-2013-5696,GLPI - 'install.php' Remote Command Execution (Metasploit),http,80,0,1,MEDIUM,8.6,2
CVE-2014-1691,Horde Framework - Unserialize PHP Code Execution (Metasploit),http,80,0,1,HIGH,10.0,2
CVE-2014-3080,IBM GCM16/32 1.20.0.22575 - Multiple Vulnerabilities,https,443,0,1,MEDIUM,8.6,2
CVE-2014-3081,IBM GCM16/32 1.20.0.22575 - Multiple Vulnerabilities,https,443,1,1,MEDIUM,6.8,2
CVE-2014-3085,IBM GCM16/32 1.20.0.22575 - Multiple Vulnerabilities,https,443,1,1,HIGH,3.9,2
CVE-2013-3629,ISPConfig - (Authenticated) Arbitrary PHP Code Execution (Metasploit),http,80,1,1,HIGH,2.8,2
CVE-2015-7297,Joomla! 3.4.4 Component Content History - SQL Injection / Remote Code Execution (Metasploit),http,80,0,1,HIGH,10.0,2
CVE-2015-7857,Joomla! 3.4.4 Component Content History - SQL Injection / Remote Code Execution (Metasploit),http,80,0,1,HIGH,10.0,2
CVE-2015-7858,Joomla! 3.4.4 Component Content History - SQL Injection / Remote Code Execution (Metasploit),http,80,0,1,HIGH,10.0,2
CVE-2014-7228,Joomla! Component Akeeba Kickstart - Unserialize Remote Code Execution (Metasploit),http,80,0,1,HIGH,10.0,2
CVE-2013-5576,Joomla! Component Media Manager - Arbitrary File Upload (Metasploit),http,80,0,1,MEDIUM,8.6,2
CVE-2008-4687,Mantis Bug Tracker 1.1.3 - 'manage_proj_page' PHP Code Execution (Metasploit),http,80,1,1,HIGH,8.0,2
CVE-2014-7146,Mantis Bug Tracker 1.2.0a3 < 1.2.17 XmlImportExport Plugin - PHP Code Injection (Metasploit) (2),http,80,0,1,HIGH,10.0,2
CVE-2013-3631,NAS4Free - Remote Code Execution (Metasploit),http,80,1,1,MEDIUM,6.8,2
CVE-2018-14933,NUUO NVRmini - upgrade_handle.php Remote Command Execution (Metasploit),http,80,0,1,CRITICAL,3.9,1
CVE-2009-4140,Open Flash Chart 2 - Arbitrary File Upload (Metasploit),http,80,0,1,HIGH,10.0,2
CVE-2011-4275,Open Flash Chart 2 - Arbitrary File Upload (Metasploit),http,80,0,1,MEDIUM,8.6,2
CVE-2010-4279,Pandora FMS 3.1 - Authentication Bypass / Arbitrary File Upload (Metasploit),http,80,0,1,HIGH,10.0,2
CVE-2018-12613,phpMyAdmin - (Authenticated) Remote Code Execution (Metasploit),http,80,1,1,HIGH,2.8,2
CVE-2014-9567,ProjectSend - Arbitrary File Upload (Metasploit),http,80,0,1,HIGH,10.0,2
CVE-2014-8684,Seagate Business NAS - Remote Command Execution (Metasploit),http,80,0,1,CRITICAL,3.9,2
CVE-2014-8686,Seagate Business NAS - Remote Command Execution (Metasploit),http,80,0,1,CRITICAL,3.9,2
CVE-2014-8687,Seagate Business NAS - Remote Command Execution (Metasploit),http,80,0,1,CRITICAL,3.9,2
CVE-2008-5191,SePortal 2.5 - SQL Injection / Remote Code Execution (Metasploit),http,80,0,1,HIGH,10.0,2
CVE-2019-10863,TeemIp IPAM < 2.4.0 - 'new_config' Command Injection (Metasploit),http,80,1,1,HIGH,1.2,2
CVE-2014-8791,Tuleap - PHP Unserialize Code Execution (Metasploit),http,80,1,1,MEDIUM,6.8,2
CVE-2017-7411,Tuleap 9.6 - Second-Order PHP Object Injection (Metasploit),https,443,1,1,HIGH,2.8,2
CVE-2014-7236,TWiki Debugenableplugins - Remote Code Execution (Metasploit),http,80,0,1,CRITICAL,3.9,2
CVE-2013-3522,vBulletin 5 - 'index.php/ajax/api/reputation/vote?nodeid' SQL Injection (Metasploit),http,80,1,1,MEDIUM,8.0,2
CVE-2014-2268,Vtiger - 'Install' Remote Command Execution (Metasploit),http,80,0,1,MEDIUM,10.0,2
CVE-2013-3591,vTiger CRM 5.3.0 5.4.0 - (Authenticated) Remote Code Execution (Metasploit),http,80,1,1,HIGH,2.8,2
CVE-2013-3214,vTiger CRM 5.4.0 SOAP - AddEmailAttachment Arbitrary File Upload (Metasploit),http,80,0,1,CRITICAL,3.9,2
CVE-2015-6567,Wolf CMS 0.8.2 - Arbitrary File Upload (Metasploit),http,80,1,1,HIGH,2.8,2
CVE-2015-6568,Wolf CMS 0.8.2 - Arbitrary File Upload (Metasploit),http,80,1,1,HIGH,2.8,2
CVE-2019-8942,WordPress Core 5.0.0 - Crop-image Shell Upload (Metasploit),http,80,1,1,HIGH,2.8,2
CVE-2019-8943,WordPress Core 5.0.0 - Crop-image Shell Upload (Metasploit),http,80,1,1,MEDIUM,2.8,2
CVE-2014-8739,WordPress Plugin Creative Contact Form - Arbitrary File Upload (Metasploit),http,80,0,1,CRITICAL,3.9,2
CVE-2014-6446,WordPress Plugin InfusionSoft - Arbitrary File Upload (Metasploit),http,80,0,1,HIGH,10.0,2
CVE-2014-4725,WordPress Plugin MailPoet Newsletters 2.6.8 - 'wysija-newsletters' Arbitrary File Upload (Metasploit),http,80,0,1,HIGH,10.0,2
CVE-2015-4133,WordPress Plugin Reflex Gallery - Arbitrary File Upload (Metasploit),http,80,0,1,HIGH,10.0,2
CVE-2014-9735,WordPress Plugin RevSlider 3.0.95 - Arbitrary File Upload / Execution (Metasploit),http,80,0,1,HIGH,10.0,2
CVE-2014-10021,WordPress Plugin WP Symposium 14.11 - Arbitrary File Upload (Metasploit),http,80,0,1,HIGH,10.0,2
CVE-2014-8998,X7 Chat 2.0.5 - 'message.php' PHP Code Execution (Metasploit),http,80,1,1,MEDIUM,8.0,2
CVE-2019-14221,1CRM On-Premise Software 8.5.7 - Persistent Cross-Site Scripting,http,80,1,1,MEDIUM,2.3,2
CVE-2019-11374,74CMS 5.0.1 - Cross-Site Request Forgery (Add New Admin User),http,80,0,1,HIGH,2.8,2
CVE-2014-9434,Absolut Engine 1.73 - Multiple Vulnerabilities,http,80,1,1,LOW,6.8,3
CVE-2014-9435,Absolut Engine 1.73 - Multiple Vulnerabilities,http,80,1,1,MEDIUM,8.0,2
CVE-2017-16949,Accesspress Anonymous Post Pro < 3.2.0 - Arbitrary File Upload,http,80,0,1,CRITICAL,3.9,2
CVE-2015-1058,AdaptCMS 3.0.3 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2015-1059,AdaptCMS 3.0.3 - Multiple Vulnerabilities,http,80,1,1,MEDIUM,8.0,2
CVE-2015-1060,AdaptCMS 3.0.3 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2018-19877,Adiscon LogAnalyzer < 4.1.7 - Cross-Site Scripting,http,80,0,1,MEDIUM,2.8,2
CVE-2019-14346,Adive Framework 2.0.7 - Cross-Site Request Forgery,http,80,0,1,HIGH,2.8,2
CVE-2017-17602,Advance B2B Script 2.1.3 - 'show_id' / 'pid' SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2017-17599,Advance Online Learning Management Script 3.1 - 'subcatid' / 'popcourseid' SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2018-18619,Advanced Comment System 1.0 - SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2017-17598,Affiliate MLM Script 1.0 - 'product-category.php?key' SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2014-5383,Alienvault Open Source SIEM (OSSIM) 4.6.1 - (Authenticated) SQL Injection (Metasploit),https,443,1,1,MEDIUM,8.0,2
CVE-2013-6058,appRain 3.0.2 - Blind SQL Injection,http,80,0,1,HIGH,10.0,2
CVE-2015-6519,Arab Portal 3 - SQL Injection,http,80,0,1,HIGH,10.0,2
CVE-2014-4170,ArticleFR 11.06.2014 - 'data.php' Privilege Escalation,http,80,0,1,CRITICAL,3.9,2
CVE-2015-5529,ArticleFR 3.0.6 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2015-5530,ArticleFR 3.0.6 - Multiple Vulnerabilities,http,80,0,1,MEDIUM,8.6,2
CVE-2014-1401,AuraCMS 2.3 - Multiple Vulnerabilities,http,80,1,1,MEDIUM,8.0,2
CVE-2013-2945,b2evolution 4.1.6 - Multiple Vulnerabilities,http,80,1,1,MEDIUM,8.0,2
CVE-2014-8295,Bacula-Web 5.2.10 - 'joblogs.php?jobid' SQL Injection,http,80,0,1,HIGH,10.0,2
CVE-2018-18804,Bakeshop Inventory System in VB.Net and MS Access Database 1.0 - SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2017-17600,Basic B2B Script 2.0.8 - 'product_details.php?id' SQL Injection,http,80,0,1,CRITICAL,3.9,2
CVE-2017-17595,Beauty Parlour Booking Script 1.0 - 'gender' / 'city' SQL Injection,http,80,0,1,CRITICAL,3.9,2
