cve_id,cvss_score,exploit_type,port,priority_label
CVE-2014-0112,7.5,exploitdb,8080,medium
CVE-2014-0113,7.5,exploitdb,8080,medium
CVE-2013-1966,9.3,exploitdb,8080,medium
CVE-2013-2115,8.1,exploitdb,8080,medium
CVE-2016-3087,9.8,exploitdb,8080,medium
CVE-2013-2251,9.8,exploitdb,8080,high
CVE-2017-9791,9.8,exploitdb,8080,high
CVE-2018-11776,8.1,exploitdb,8080,high
CVE-2017-5638,9.8,exploitdb,8080,high
CVE-2009-3548,7.5,exploitdb,80,medium
CVE-2015-5603,6.5,exploitdb,8080,medium
CVE-2018-20735,7.8,exploitdb,3181,medium
CVE-2006-0460,7.5,exploitdb,11000,medium
CVE-2007-4560,7.6,exploitdb,25,medium
CVE-2009-2820,4.3,exploitdb,80,medium
CVE-2004-0396,7.5,exploitdb,2401,medium
CVE-2016-6563,9.8,exploitdb,80,medium
CVE-2004-2687,9.3,metasploit,3632,high
CVE-2005-0439,7.5,exploitdb,8080,medium
CVE-2000-1036,5.0,exploitdb,8002,medium
CVE-2013-7392,7.5,exploitdb,80,medium
CVE-2014-4511,7.5,exploitdb,80,medium
CVE-2016-7098,8.1,exploitdb,80,medium
CVE-2015-1497,10.0,exploitdb,3465,medium
CVE-2001-0311,4.6,exploitdb,5555,medium
CVE-2001-0311,4.6,exploitdb,5555,medium
CVE-2017-5689,9.8,exploitdb,16992,high
CVE-2015-3292,10.0,exploitdb,8000,medium
CVE-2016-0792,8.8,exploitdb,8080,medium
CVE-2005-0491,10.0,exploitdb,617,medium
CVE-2010-2333,5.0,exploitdb,80,medium
CVE-2014-6037,7.5,exploitdb,8400,medium
CVE-2014-1610,6.0,exploitdb,80,medium
CVE-2004-0627,10.0,exploitdb,3306,medium
CVE-2018-1000049,7.5,exploitdb,3333,medium
CVE-2009-3898,4.9,exploitdb,80,medium
CVE-2016-1593,7.2,exploitdb,80,medium
CVE-2010-5323,10.0,metasploit,80,high
CVE-2010-5324,10.0,metasploit,80,high
CVE-2016-3115,6.4,exploitdb,22,medium
CVE-2014-0160,7.5,exploitdb,443,high
CVE-2014-0160,7.5,exploitdb,443,high
CVE-2014-0160,7.5,exploitdb,443,high
CVE-2019-2725,9.8,exploitdb,7001,high
CVE-2019-9193,7.2,exploitdb,5432,medium
CVE-2014-5468,8.8,exploitdb,80,medium
CVE-2003-0725,7.5,exploitdb,554,medium
CVE-2006-2369,7.5,exploitdb,5900,medium
CVE-2006-2369,7.5,exploitdb,5900,medium
CVE-2014-3914,10.0,exploitdb,8888,medium
CVE-2003-0201,10.0,exploitdb,139,medium
CVE-2008-0244,10.0,exploitdb,7210,medium
CVE-2007-4560,7.6,exploitdb,25,medium
CVE-2008-0960,10.0,exploitdb,161,medium
CVE-2004-0541,10.0,exploitdb,3129,medium
CVE-2001-0144,10.0,exploitdb,22,medium
CVE-2004-0397,7.5,exploitdb,3690,medium
CVE-2014-1649,7.9,exploitdb,9855,medium
CVE-2013-1428,6.5,exploitdb,655,medium
CVE-2018-5702,8.8,exploitdb,9091,medium
CVE-2005-2715,10.0,exploitdb,13722,medium
CVE-2006-3392,5.0,exploitdb,10000,medium
CVE-2006-3392,5.0,exploitdb,10000,medium
CVE-2015-7709,10.0,exploitdb,617,medium
CVE-2000-0573,10.0,exploitdb,21,medium
CVE-2005-3081,4.6,exploitdb,21,medium
CVE-2015-1368,4.3,exploitdb,80,medium
CVE-2015-1481,6.5,exploitdb,80,medium
CVE-2015-1482,5.0,exploitdb,80,medium
CVE-2010-0641,4.3,exploitdb,80,medium
CVE-2010-0642,5.0,exploitdb,80,medium
CVE-2010-1931,7.5,exploitdb,80,medium
CVE-2014-2879,4.3,exploitdb,8619,medium
CVE-2019-12562,6.1,exploitdb,80,medium
CVE-2016-0891,8.8,exploitdb,58080,medium
CVE-2019-16065,8.8,exploitdb,80,medium
CVE-2014-8681,7.5,exploitdb,80,medium
CVE-2014-2647,4.3,exploitdb,383,medium
CVE-2018-1821,7.1,exploitdb,9443,medium
CVE-2014-5335,6.8,exploitdb,80,medium
CVE-2018-10956,7.5,exploitdb,80,medium
CVE-2009-4679,7.5,exploitdb,80,medium
CVE-2014-5287,8.8,exploitdb,80,medium
CVE-2014-5288,8.8,exploitdb,80,medium
CVE-2014-6271,9.8,exploitdb,80,high
CVE-2014-7169,9.8,exploitdb,80,high
CVE-2014-7910,7.5,exploitdb,80,medium
CVE-2014-9331,6.8,exploitdb,8020,medium
CVE-2014-3996,7.5,exploitdb,8020,medium
CVE-2019-5893,9.8,exploitdb,80,medium
CVE-2015-4420,4.3,exploitdb,80,medium
CVE-2017-1000028,7.5,exploitdb,4848,medium
CVE-2019-2413,6.1,exploitdb,443,medium
CVE-2014-2044,7.5,exploitdb,80,medium
CVE-2014-9181,5.0,exploitdb,32400,medium
CVE-2014-9304,7.5,exploitdb,32400,medium
CVE-2019-10685,6.1,exploitdb,80,medium
CVE-2008-1470,4.3,exploitdb,80,medium
CVE-2019-9701,4.8,exploitdb,8443,medium
CVE-2010-0690,7.5,exploitdb,80,medium
CVE-2009-4086,5.0,exploitdb,80,medium
CVE-2009-4502,9.3,exploitdb,80,medium
CVE-2009-4498,6.8,exploitdb,80,medium
CVE-2009-4499,7.5,exploitdb,80,medium
CVE-2009-4501,5.0,exploitdb,80,medium
CVE-2010-2351,10.0,exploitdb,139,medium
CVE-2010-1929,9.0,exploitdb,48080,medium
CVE-2010-1930,5.0,exploitdb,48080,medium
CVE-2017-5850,7.5,exploitdb,80,medium
CVE-2004-0430,5.1,exploitdb,548,medium
CVE-2006-0396,5.1,exploitdb,25,medium
CVE-2010-2309,7.5,exploitdb,8080,medium
CVE-2006-0395,5.1,exploitdb,25,medium
CVE-2004-0430,5.1,exploitdb,548,medium
CVE-2003-0201,10.0,exploitdb,139,medium
CVE-2005-2715,10.0,exploitdb,13722,medium
CVE-2004-0695,7.5,exploitdb,21,medium
CVE-2014-9016,5.0,exploitdb,80,medium
CVE-2016-5399,7.8,exploitdb,80,medium
CVE-2014-9034,5.0,exploitdb,80,medium
CVE-2014-9034,5.0,exploitdb,80,medium
CVE-2012-1823,9.8,exploitdb,80,high
CVE-2012-2311,7.5,exploitdb,80,medium
CVE-2012-2336,5.0,exploitdb,80,medium
CVE-2016-2555,9.8,exploitdb,80,medium
CVE-2015-7309,6.5,exploitdb,80,medium
CVE-2019-9692,6.5,exploitdb,80,medium
CVE-2018-7600,9.8,exploitdb,80,high
CVE-2013-5696,6.8,exploitdb,80,medium
CVE-2014-1691,7.5,exploitdb,80,medium
CVE-2014-3080,4.3,exploitdb,443,medium
CVE-2014-3081,6.3,exploitdb,443,medium
CVE-2014-3085,7.1,exploitdb,443,medium
CVE-2013-3629,8.8,exploitdb,80,medium
CVE-2015-7297,7.5,exploitdb,80,medium
CVE-2015-7857,7.5,exploitdb,80,medium
CVE-2015-7858,7.5,exploitdb,80,medium
CVE-2014-7228,7.5,exploitdb,80,medium
CVE-2013-5576,6.8,exploitdb,80,medium
CVE-2008-4687,9.0,exploitdb,80,medium
CVE-2014-7146,7.5,exploitdb,80,medium
CVE-2013-3631,6.0,exploitdb,80,medium
CVE-2018-14933,9.8,exploitdb,80,high
CVE-2009-4140,7.5,exploitdb,80,medium
CVE-2011-4275,4.3,exploitdb,80,medium
CVE-2010-4279,10.0,exploitdb,80,medium
CVE-2018-12613,8.8,exploitdb,80,medium
CVE-2014-9567,7.5,exploitdb,80,medium
CVE-2014-8684,9.8,exploitdb,80,medium
CVE-2014-8686,9.8,exploitdb,80,medium
CVE-2014-8687,9.8,exploitdb,80,medium
CVE-2008-5191,7.5,exploitdb,80,medium
CVE-2019-10863,7.2,exploitdb,80,medium
CVE-2014-8791,6.0,exploitdb,80,medium
CVE-2017-7411,8.8,exploitdb,443,medium
CVE-2014-7236,9.1,exploitdb,80,medium
CVE-2013-3522,6.5,exploitdb,80,medium
CVE-2014-2268,5.0,exploitdb,80,medium
CVE-2013-3591,8.8,exploitdb,80,medium
CVE-2013-3214,9.8,exploitdb,80,medium
CVE-2015-6567,8.8,exploitdb,80,medium
CVE-2015-6568,8.8,exploitdb,80,medium
CVE-2019-8942,8.8,exploitdb,80,medium
CVE-2019-8943,6.5,exploitdb,80,medium
CVE-2014-8739,9.8,exploitdb,80,medium
CVE-2014-6446,7.5,exploitdb,80,medium
CVE-2014-4725,7.5,exploitdb,80,medium
CVE-2015-4133,7.5,exploitdb,80,medium
CVE-2014-9735,7.5,exploitdb,80,medium
CVE-2014-10021,7.5,exploitdb,80,medium
CVE-2014-8998,6.5,exploitdb,80,medium
CVE-2019-14221,5.4,exploitdb,80,medium
CVE-2019-11374,8.8,exploitdb,80,medium
CVE-2014-9434,3.5,exploitdb,80,low
CVE-2014-9435,6.5,exploitdb,80,medium
CVE-2017-16949,9.8,exploitdb,80,medium
CVE-2015-1058,4.3,exploitdb,80,medium
CVE-2015-1059,6.5,exploitdb,80,medium
CVE-2015-1060,5.8,exploitdb,80,medium
CVE-2018-19877,6.1,exploitdb,80,medium
CVE-2019-14346,8.8,exploitdb,80,medium
CVE-2017-17602,9.8,exploitdb,80,medium
CVE-2017-17599,9.8,exploitdb,80,medium
CVE-2018-18619,9.8,exploitdb,80,medium
CVE-2017-17598,9.8,exploitdb,80,medium
CVE-2014-5383,6.5,exploitdb,443,medium
CVE-2013-6058,7.5,exploitdb,80,medium
CVE-2015-6519,7.5,exploitdb,80,medium
CVE-2014-4170,9.8,exploitdb,80,medium
CVE-2015-5529,4.3,exploitdb,80,medium
CVE-2015-5530,6.8,exploitdb,80,medium
CVE-2014-1401,6.5,exploitdb,80,medium
CVE-2013-2945,6.5,exploitdb,80,medium
CVE-2014-8295,7.5,exploitdb,80,medium
CVE-2018-18804,9.8,exploitdb,80,medium
CVE-2017-17600,9.8,exploitdb,80,medium
CVE-2017-17595,9.8,exploitdb,80,medium
CVE-2015-6809,4.3,exploitdb,80,medium
CVE-2018-12739,8.8,exploitdb,80,medium
CVE-2015-2780,9.8,exploitdb,80,medium
CVE-2018-18308,6.1,exploitdb,80,medium
CVE-2015-8358,9.0,exploitdb,80,medium
CVE-2015-8357,6.5,exploitdb,80,medium
CVE-2015-5079,7.5,exploitdb,80,medium
CVE-2018-1000811,8.8,exploitdb,80,medium
CVE-2018-9206,9.8,exploitdb,80,medium
CVE-2019-9553,6.1,exploitdb,80,medium
CVE-2019-10874,8.8,exploitdb,80,medium
CVE-2018-19933,6.1,exploitdb,80,medium
CVE-2019-9581,8.8,exploitdb,80,medium
CVE-2014-4035,4.3,exploitdb,80,medium
CVE-2013-7137,9.8,exploitdb,80,medium
CVE-2016-4793,7.5,exploitdb,80,medium
CVE-2014-8305,6.4,exploitdb,80,medium
CVE-2014-8306,7.5,exploitdb,80,medium
CVE-2014-8307,4.3,exploitdb,80,medium
CVE-2015-1560,7.5,exploitdb,80,medium
CVE-2015-1561,6.5,exploitdb,80,medium
CVE-2015-6545,6.8,exploitdb,80,medium
CVE-2013-6787,6.0,exploitdb,80,medium
CVE-2015-8309,4.3,exploitdb,80,medium
CVE-2015-4659,6.8,exploitdb,80,medium
CVE-2015-2102,7.5,exploitdb,80,medium
CVE-2018-19135,8.8,exploitdb,80,medium
CVE-2016-2784,4.7,exploitdb,80,medium
CVE-2019-9692,6.5,exploitdb,80,medium
CVE-2014-9522,4.3,exploitdb,80,medium
CVE-2018-8057,9.8,exploitdb,80,medium
CVE-2018-9302,9.1,exploitdb,80,medium
CVE-2014-9581,5.0,exploitdb,80,medium
CVE-2014-9582,4.3,exploitdb,80,medium
CVE-2014-9261,5.0,exploitdb,80,medium
CVE-2013-6872,6.5,exploitdb,80,medium
CVE-2018-20418,4.8,exploitdb,80,medium
CVE-2019-9554,6.1,exploitdb,80,medium
CVE-2013-2639,4.3,exploitdb,80,medium
CVE-2014-1619,7.5,exploitdb,80,medium
CVE-2018-18803,9.8,exploitdb,80,medium
CVE-2006-4077,7.5,exploitdb,80,medium
CVE-2014-8997,7.5,exploitdb,80,medium
CVE-2013-6881,10.0,exploitdb,80,medium
CVE-2013-6882,4.3,exploitdb,80,medium
CVE-2013-6883,6.8,exploitdb,80,medium
CVE-2013-6884,10.0,exploitdb,80,medium
CVE-2013-6341,7.5,exploitdb,80,medium
CVE-2018-10094,9.8,exploitdb,80,medium
CVE-2018-19799,6.1,exploitdb,80,medium
CVE-2018-19914,4.8,exploitdb,80,medium
CVE-2018-19915,4.8,exploitdb,80,medium
CVE-2018-20011,4.8,exploitdb,80,medium
CVE-2018-19136,6.1,exploitdb,80,medium
CVE-2018-20010,4.8,exploitdb,80,medium
CVE-2018-19913,4.8,exploitdb,80,medium
CVE-2018-19750,5.4,exploitdb,80,medium
CVE-2018-19751,4.8,exploitdb,80,medium
CVE-2018-19749,4.8,exploitdb,80,medium
CVE-2018-19752,4.8,exploitdb,80,medium
CVE-2017-17594,9.8,exploitdb,80,medium
CVE-2014-2383,6.8,exploitdb,80,medium
CVE-2014-1459,6.5,exploitdb,80,medium
CVE-2017-5344,9.8,exploitdb,80,medium
CVE-2014-3704,7.5,exploitdb,443,medium
CVE-2014-3704,7.5,exploitdb,443,medium
CVE-2018-7600,9.8,exploitdb,80,high
CVE-2019-6340,8.1,exploitdb,80,high
CVE-2018-18801,9.8,exploitdb,80,medium
CVE-2004-2262,7.5,exploitdb,80,medium
CVE-2019-9622,4.3,exploitdb,80,medium
CVE-2014-4033,4.3,exploitdb,80,medium
CVE-2014-2987,6.8,exploitdb,80,medium
CVE-2018-18417,5.4,exploitdb,80,medium
CVE-2019-9194,9.8,exploitdb,80,medium
CVE-2014-7176,6.5,exploitdb,80,medium
CVE-2014-7177,4.0,exploitdb,80,medium
CVE-2014-7176,6.5,exploitdb,80,medium
CVE-2014-7178,9.3,exploitdb,80,medium
CVE-2015-2070,7.5,exploitdb,80,medium
CVE-2015-2071,4.0,exploitdb,80,medium
CVE-2014-8690,4.3,exploitdb,80,medium
CVE-2016-7400,9.8,exploitdb,80,medium
CVE-2017-17615,8.8,exploitdb,80,medium
CVE-2015-6962,7.5,exploitdb,80,medium
CVE-2015-1371,7.5,exploitdb,80,medium
CVE-2015-1372,7.5,exploitdb,80,medium
CVE-2015-1373,4.3,exploitdb,80,medium
CVE-2015-1374,6.8,exploitdb,80,medium
CVE-2015-4677,6.8,exploitdb,80,medium
CVE-2014-1222,4.0,exploitdb,80,medium
CVE-2014-9145,7.5,exploitdb,80,medium
CVE-2014-9146,4.3,exploitdb,80,medium
CVE-2014-9147,7.5,exploitdb,80,medium
CVE-2014-9148,9.8,exploitdb,80,medium
CVE-2015-3934,9.8,exploitdb,80,medium
CVE-2019-13396,5.3,exploitdb,80,medium
CVE-2017-17614,9.8,exploitdb,80,medium
CVE-2017-17617,9.8,exploitdb,80,medium
CVE-2015-1467,7.5,exploitdb,80,medium
CVE-2017-17613,9.8,exploitdb,80,medium
CVE-2014-1903,7.5,exploitdb,80,medium
CVE-2015-6512,5.0,exploitdb,80,medium
CVE-2018-19782,6.1,exploitdb,80,medium
CVE-2018-20448,5.4,exploitdb,80,medium
CVE-2018-10321,4.8,exploitdb,80,medium
CVE-2017-17572,9.8,exploitdb,80,medium
CVE-2017-17574,9.8,exploitdb,80,medium
CVE-2017-17578,9.8,exploitdb,80,medium
CVE-2017-17573,9.8,exploitdb,80,medium
CVE-2017-17570,9.8,exploitdb,80,medium
CVE-2017-17571,9.8,exploitdb,80,medium
CVE-2017-17579,9.8,exploitdb,80,medium
CVE-2017-17576,9.8,exploitdb,80,medium
CVE-2017-17575,9.8,exploitdb,80,medium
CVE-2017-17582,9.8,exploitdb,80,medium
CVE-2017-17588,9.8,exploitdb,80,medium
CVE-2017-17587,9.8,exploitdb,80,medium
CVE-2017-17580,9.8,exploitdb,80,medium
CVE-2017-17584,9.8,exploitdb,80,medium
CVE-2017-17585,9.8,exploitdb,80,medium
CVE-2017-17586,9.8,exploitdb,80,medium
CVE-2017-17581,9.8,exploitdb,80,medium
CVE-2017-17583,9.8,exploitdb,80,medium
CVE-2017-17590,9.8,exploitdb,80,medium
CVE-2017-17589,9.8,exploitdb,80,medium
CVE-2017-17577,9.8,exploitdb,80,medium
CVE-2014-100029,5.0,exploitdb,80,medium
CVE-2014-100030,4.3,exploitdb,80,medium
CVE-2014-100031,7.5,exploitdb,80,medium
CVE-2015-1422,4.3,exploitdb,80,medium
CVE-2015-1423,6.5,exploitdb,80,medium
CVE-2015-1424,6.8,exploitdb,80,medium
CVE-2015-2678,4.3,exploitdb,80,medium
CVE-2015-2679,7.5,exploitdb,80,medium
CVE-2015-2680,6.8,exploitdb,80,medium
CVE-2015-3933,9.8,exploitdb,80,medium
CVE-2015-3221,4.0,exploitdb,80,medium
CVE-2015-5066,4.3,exploitdb,80,medium
CVE-2006-3823,5.1,exploitdb,80,medium
CVE-2014-3871,7.5,exploitdb,80,medium
CVE-2019-9647,6.1,exploitdb,80,medium
CVE-2018-15845,8.8,exploitdb,443,medium
CVE-2013-5640,7.5,exploitdb,80,medium
CVE-2013-7349,7.5,exploitdb,80,medium
CVE-2013-7368,4.3,exploitdb,80,medium
CVE-2013-5639,7.5,exploitdb,80,medium
CVE-2013-5640,7.5,exploitdb,80,medium
CVE-2013-7349,7.5,exploitdb,80,medium
CVE-2015-2842,10.0,exploitdb,80,medium
CVE-2015-2843,7.5,exploitdb,80,medium
CVE-2015-2844,10.0,exploitdb,80,medium
CVE-2015-2845,10.0,exploitdb,80,medium
CVE-2014-9445,7.5,exploitdb,80,medium
CVE-2015-3203,7.5,exploitdb,80,medium
CVE-2015-7984,6.8,exploitdb,80,medium
CVE-2013-6275,6.5,exploitdb,80,medium
CVE-2013-6364,8.8,exploitdb,80,medium
CVE-2013-7139,7.5,exploitdb,80,medium
CVE-2017-17612,9.8,exploitdb,80,medium
CVE-2019-8937,6.1,exploitdb,80,medium
CVE-2019-11564,6.1,exploitdb,80,medium
CVE-2019-6965,6.1,exploitdb,80,medium
CVE-2014-1944,4.3,exploitdb,80,medium
CVE-2014-2088,6.5,exploitdb,80,medium
CVE-2014-2089,6.8,exploitdb,80,medium
CVE-2014-2090,3.5,exploitdb,80,low
CVE-2014-1836,6.4,exploitdb,80,medium
CVE-2014-9001,6.5,exploitdb,80,medium
CVE-2013-6839,7.5,exploitdb,80,medium
CVE-2018-19828,6.1,exploitdb,80,medium
CVE-2018-19829,6.5,exploitdb,80,medium
CVE-2014-2531,6.5,exploitdb,80,medium
CVE-2016-6174,8.1,exploitdb,80,medium
CVE-2015-4118,6.5,exploitdb,443,medium
CVE-2015-4119,6.8,exploitdb,443,medium
CVE-2015-8562,7.5,exploitdb,80,medium
CVE-2015-8566,7.5,exploitdb,80,medium
CVE-2011-4906,9.8,exploitdb,80,medium
CVE-2016-8869,9.8,exploitdb,80,medium
CVE-2016-8870,8.1,exploitdb,80,medium
CVE-2017-8917,9.8,exploitdb,80,medium
CVE-2018-9107,8.8,exploitdb,80,medium
CVE-2018-9106,8.8,exploitdb,80,medium
CVE-2018-5982,9.8,exploitdb,80,medium
CVE-2018-5993,9.8,exploitdb,80,medium
CVE-2018-5990,9.8,exploitdb,80,medium
CVE-2018-17397,9.8,exploitdb,80,medium
CVE-2018-17380,9.8,exploitdb,80,medium
CVE-2018-5989,9.8,exploitdb,80,medium
CVE-2018-17383,9.8,exploitdb,80,medium
CVE-2018-14592,9.8,exploitdb,80,medium
CVE-2018-6584,9.8,exploitdb,80,medium
CVE-2015-2562,7.5,exploitdb,80,medium
CVE-2018-6373,9.8,exploitdb,80,medium
CVE-2018-6004,9.8,exploitdb,80,medium
CVE-2018-5991,9.8,exploitdb,80,medium
CVE-2018-5981,9.8,exploitdb,80,medium
CVE-2018-6396,9.8,exploitdb,80,medium
CVE-2015-4071,5.3,exploitdb,80,medium
CVE-2015-4072,5.4,exploitdb,80,medium
CVE-2015-4073,9.8,exploitdb,80,medium
CVE-2015-4074,7.5,exploitdb,80,medium
CVE-2015-4075,8.1,exploitdb,80,medium
CVE-2018-6394,9.8,exploitdb,80,medium
CVE-2018-6372,9.8,exploitdb,80,medium
CVE-2017-17870,9.8,exploitdb,80,medium
CVE-2018-5970,9.8,exploitdb,80,medium
CVE-2018-17382,9.8,exploitdb,80,medium
CVE-2018-6368,9.8,exploitdb,80,medium
CVE-2018-5983,9.8,exploitdb,80,medium
CVE-2018-6006,9.8,exploitdb,80,medium
CVE-2018-5994,9.8,exploitdb,80,medium
CVE-2018-6585,9.8,exploitdb,80,medium
CVE-2014-0794,4.3,exploitdb,80,medium
CVE-2014-0793,4.3,exploitdb,80,medium
CVE-2017-16356,6.1,exploitdb,80,medium
CVE-2018-5971,9.8,exploitdb,80,medium
CVE-2018-17375,9.8,exploitdb,80,medium
CVE-2018-6370,9.8,exploitdb,80,medium
CVE-2018-17378,9.8,exploitdb,80,medium
CVE-2018-6024,9.8,exploitdb,80,medium
CVE-2018-17377,9.8,exploitdb,80,medium
CVE-2018-17379,9.8,exploitdb,80,medium
CVE-2018-6005,9.8,exploitdb,80,medium
CVE-2018-17376,9.8,exploitdb,80,medium
CVE-2018-7180,9.8,exploitdb,80,medium
CVE-2018-7177,9.8,exploitdb,80,medium
CVE-2018-7178,9.8,exploitdb,80,medium
CVE-2018-5974,9.8,exploitdb,80,medium
CVE-2018-5975,9.8,exploitdb,80,medium
CVE-2018-17385,9.8,exploitdb,80,medium
CVE-2018-5980,9.8,exploitdb,80,medium
CVE-2018-7179,9.8,exploitdb,80,medium
CVE-2018-5992,9.8,exploitdb,80,medium
CVE-2018-17384,9.8,exploitdb,80,medium
CVE-2018-6583,9.8,exploitdb,80,medium
CVE-2018-17394,9.8,exploitdb,80,medium
CVE-2014-4960,7.5,exploitdb,80,medium
CVE-2019-10945,9.8,exploitdb,80,medium
CVE-2019-6263,4.8,exploitdb,80,medium
CVE-2018-5987,9.8,exploitdb,80,medium
CVE-2018-15918,5.4,exploitdb,80,medium
CVE-2018-15917,5.4,exploitdb,80,medium
CVE-2018-18755,9.8,exploitdb,80,medium
CVE-2014-3857,6.5,exploitdb,4081,medium
CVE-2017-17618,9.8,exploitdb,80,medium
CVE-2014-3757,7.5,exploitdb,80,medium
CVE-2016-4337,9.8,exploitdb,80,medium
CVE-2017-17619,9.8,exploitdb,80,medium
CVE-2017-17620,9.8,exploitdb,80,medium
CVE-2018-17997,6.1,exploitdb,80,medium
CVE-2018-17996,6.5,exploitdb,80,medium
CVE-2018-12603,8.8,exploitdb,80,medium
CVE-2018-12602,8.8,exploitdb,80,medium
CVE-2018-20434,9.8,exploitdb,80,medium
CVE-2019-16172,5.4,exploitdb,80,medium
CVE-2019-16173,5.4,exploitdb,80,medium
CVE-2013-6225,9.8,exploitdb,80,medium
CVE-2015-1587,7.5,exploitdb,80,medium
CVE-2018-6409,5.3,exploitdb,80,medium
CVE-2018-6410,9.8,exploitdb,80,medium
CVE-2018-6411,9.8,exploitdb,80,medium
CVE-2016-4010,9.8,exploitdb,80,medium
CVE-2014-100002,5.0,exploitdb,80,medium
CVE-2018-9857,6.1,exploitdb,80,medium
CVE-2015-8356,8.0,exploitdb,80,medium
CVE-2014-9464,7.5,exploitdb,80,medium
CVE-2014-9254,7.5,exploitdb,80,medium
CVE-2018-9092,8.8,exploitdb,80,medium
CVE-2018-19908,8.8,exploitdb,80,medium
CVE-2019-14927,7.5,exploitdb,80,medium
CVE-2016-3694,9.8,exploitdb,80,medium
CVE-2018-1133,8.8,exploitdb,80,medium
CVE-2018-1042,6.5,exploitdb,80,medium
CVE-2014-2008,7.5,exploitdb,80,medium
CVE-2014-2009,5.0,exploitdb,80,medium
CVE-2019-11375,6.5,exploitdb,80,medium
CVE-2014-9734,5.0,exploitdb,80,medium
CVE-2015-1579,5.0,exploitdb,80,medium
CVE-2017-17621,9.8,exploitdb,80,medium
CVE-2018-15596,6.1,exploitdb,80,medium
CVE-2014-9240,7.5,exploitdb,80,medium
CVE-2014-9241,4.3,exploitdb,80,medium
CVE-2019-6979,6.1,exploitdb,80,medium
CVE-2018-11502,6.5,exploitdb,80,medium
CVE-2018-14392,6.1,exploitdb,80,medium
CVE-2019-3501,4.8,exploitdb,80,medium
CVE-2018-10365,5.4,exploitdb,80,medium
CVE-2018-14575,8.8,exploitdb,80,medium
CVE-2019-9650,6.1,exploitdb,80,medium
CVE-2018-17128,5.4,exploitdb,80,medium
CVE-2019-13346,6.1,exploitdb,80,medium
CVE-2020-23518,5.4,exploitdb,80,medium
CVE-2015-5353,7.5,exploitdb,80,medium
CVE-2015-5354,5.8,exploitdb,80,medium
CVE-2015-1400,7.5,exploitdb,80,medium
CVE-2018-15716,8.8,exploitdb,443,medium
CVE-2005-4664,5.0,exploitdb,80,medium
CVE-2019-19740,9.8,exploitdb,80,medium
CVE-2014-5100,6.8,exploitdb,80,medium
CVE-2017-17622,9.8,exploitdb,80,medium
CVE-2019-14696,6.1,exploitdb,80,medium
CVE-2014-1945,7.5,exploitdb,80,medium
CVE-2014-2317,6.8,exploitdb,80,medium
CVE-2014-5462,6.5,exploitdb,80,medium
CVE-2014-7190,6.8,exploitdb,446,medium
CVE-2019-10227,6.1,exploitdb,80,medium
CVE-2017-17623,9.8,exploitdb,80,medium
CVE-2013-5694,7.5,exploitdb,80,medium
CVE-2014-2540,7.5,exploitdb,80,medium
CVE-2014-6308,5.0,exploitdb,80,medium
CVE-2014-10033,6.5,exploitdb,80,medium
CVE-2019-11537,6.1,exploitdb,80,medium
CVE-2019-14749,8.8,exploitdb,80,medium
CVE-2019-14750,6.1,exploitdb,80,medium
CVE-2019-14748,5.4,exploitdb,80,medium
CVE-2008-3918,7.5,exploitdb,80,medium
CVE-2008-4423,6.5,exploitdb,80,medium
CVE-2019-13977,5.4,exploitdb,80,medium
CVE-2014-1665,5.4,exploitdb,80,medium
CVE-2014-9101,6.8,exploitdb,80,medium
CVE-2018-18800,9.8,exploitdb,80,medium
CVE-2014-9215,7.5,exploitdb,80,medium
CVE-2019-8953,6.1,exploitdb,443,medium
CVE-2006-4115,5.1,exploitdb,80,medium
CVE-2006-4103,7.5,exploitdb,80,medium
CVE-2017-17624,9.8,exploitdb,80,medium
CVE-2018-19458,7.5,exploitdb,80,medium
CVE-2018-14869,5.4,exploitdb,80,medium
CVE-2018-19246,7.5,exploitdb,80,medium
CVE-2006-4210,2.6,exploitdb,80,low
CVE-2004-1519,7.5,exploitdb,80,medium
CVE-2015-2142,8.0,exploitdb,80,medium
CVE-2015-2143,8.8,exploitdb,80,medium
CVE-2015-2145,4.8,exploitdb,80,medium
CVE-2015-2147,9.8,exploitdb,80,medium
CVE-2006-4044,7.5,exploitdb,80,medium
CVE-2014-6389,7.5,exploitdb,80,medium
CVE-2014-8469,4.3,exploitdb,80,medium
CVE-2019-16692,9.8,exploitdb,80,medium
CVE-2014-10001,6.8,exploitdb,80,medium
CVE-2014-10010,5.0,exploitdb,80,medium
CVE-2014-10014,6.8,exploitdb,80,medium
CVE-2014-10015,7.5,exploitdb,80,medium
CVE-2015-6517,6.8,exploitdb,80,medium
CVE-2015-6518,4.3,exploitdb,80,medium
CVE-2015-2208,7.5,exploitdb,80,medium
CVE-2010-4480,4.3,exploitdb,80,medium
CVE-2016-5734,9.8,exploitdb,80,medium
CVE-2017-1000499,8.8,exploitdb,80,medium
CVE-2018-12613,8.8,exploitdb,80,medium
CVE-2018-12613,8.8,exploitdb,80,medium
CVE-2019-12922,6.5,exploitdb,80,medium
CVE-2014-6045,7.2,exploitdb,80,medium
CVE-2014-6046,8.8,exploitdb,80,medium
CVE-2014-6047,5.3,exploitdb,80,medium
CVE-2014-6048,5.3,exploitdb,80,medium
CVE-2014-6049,2.7,exploitdb,80,low
CVE-2014-6050,5.3,exploitdb,80,medium
